Date,Average Dew Point (F),Average Temperature (F),Average Relative Humidity (%),Average Daily Wind Speed (mph),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
2021-08-12,74,87,70,6.5,97,77,0.00
2021-08-13,74,85,70,4.9,95,76,0.00
2021-08-14,73,87,68,4.5,97,76,0.00
2021-08-15,72,83,81,3.8,90,75,1.43
2021-08-16,72,83,73,4.3,93,74,0.00
2021-08-17,73,85,71,6.3,95,74,0.00
2021-08-18,75,83,85,7.2,91,76,0.71
2021-08-19,75,88,70,9.2,97,79,0.00
2021-08-20,73,86,68,9.2,95,77,0.00
2021-08-21,73,86,67,7.6,96,76,0.00
2021-08-22,71,85,66,5.6,96,74,0.00
2021-08-23,71,85,65,5.1,96,74,0.00
2021-08-24,72,86,66,5.8,96,76,0.00
2021-08-25,74,87,68,2.5,97,76,0.02
2021-08-26,74,88,68,3.8,98,78,0.01
2021-08-27,72,85,70,6.7,94,77,0.00
2021-08-28,73,85,71,6.5,93,77,0.0
2021-08-29,72,87,68,6.3,97,76,0.0
2021-08-30,71,87,61,6.3,97,76,0.00
2021-08-31,71,88,58,6.3,98,78,0.00
2021-09-01,75,88,72,5.4,98,77,0.03
2021-09-02,74,88,69,6.5,97,78,0.00
2021-09-03,74,87,72,6.0,95,78,0.21
2021-09-04,72,86,67,6.3,96,76,0.00
2021-09-05,72,88,64,5.6,99,77,0.00
2021-09-06,72,87,63,6.3,97,77,0.00
2021-09-07,63,85,53,4.9,96,74,0.00
2021-09-08,61,83,51,5.4,97,69,0.00
2021-09-09,59,83,48,7.8,96,70,0.00
2021-09-10,53,81,41,5.6,94,68,0.00
2021-09-11,56,78,49,3.6,93,63,0.00
2021-09-12,62,82,56,5.6,95,69,0.00
2021-09-13,68,81,72,8.5,89,72,0.0
2021-09-14,68,76,77,12.8,81,72,0.0
2021-09-15,67,81,70,9.6,89,72,0.0
2021-09-16,68,80,70,7.8,89,70,0.00
2021-09-17,68,81,66,3.4,94,69,0.00
2021-09-18,70,83,67,3.8,94,72,0.0
2021-09-19,70,85,65,4.9,96,73,0.0
2021-09-20,71,87,66,8.1,98,75,0.0
2021-09-21,70,87,64,9.6,98,76,0.00
2021-09-22,45,76,35,12.3,87,64,0.00
2021-09-23,45,71,40,2.9,87,55,0.00
2021-09-24,52,73,50,3.6,87,59,0.00
2021-09-25,53,74,49,2.2,89,59,0.00
2021-09-26,57,76,55,4.7,90,61,0.00
2021-09-27,62,78,61,4.3,90,67,0.00
2021-09-28,70,82,74,6.9,94,70,1.02
2021-09-29,68,77,75,5.8,86,68,1.49
2021-09-30,72,82,80,5.4,92,72,0.00
2021-10-01,71,77,86,6.3,81,73,1.15
2021-10-02,70,79,78,2.9,88,70,0.00
2021-10-03,67,81,66,4.5,91,72,0.00
2021-10-04,58,78,53,6.7,90,67,0.00
2021-10-05,52,74,50,4.9,88,60,0.00
2021-10-06,57,74,55,2.0,88,60,0.00
2021-10-07,60,77,59,4.9,89,64,0.00
2021-10-08,61,77,62,5.4,89,65,0.00
2021-10-09,65,78,70,7.8,89,66,0.00
2021-10-10,72,81,74,15.4,92,70,0.00
2021-10-11,59,76,61,4.3,86,65,0.31
2021-10-12,71,82,73,11.9,91,73,0.05
2021-10-13,71,83,72,12.5,91,75,0.02
2021-10-14,71,79,81,7.4,84,73,1.43
2021-10-15,68,77,75,10.3,89,65,0.12
2021-10-16,44,65,47,11.0,76,54,0.00
2021-10-17,44,62,52,4.3,76,49,0.00
2021-10-18,48,64,58,4.5,77,51,0.00
2021-10-19,58,70,67,7.4,82,57,0.00
2021-10-20,65,76,75,1.3,88,64,0.00
2021-10-21,66,79,69,2.2,90,68,0.00
2021-10-22,65,79,67,5.4,88,70,0.00
2021-10-23,69,78,79,8.7,87,69,0.11
2021-10-24,68,78,75,6.3,88,67,0.00
2021-10-25,71,81,80,4.5,88,73,0.00
2021-10-26,72,80,80,13.0,87,72,0.01
2021-10-27,56,70,64,12.8,80,59,1.02
2021-10-28,38,67,36,14.5,77,56,0.00
2021-10-29,33,63,33,13.2,73,52,0.00
2021-10-30,38,61,46,3.8,77,45,0.00
2021-10-31,47,67,51,2.9,82,51,0.00
2021-11-01,53,67,62,4.9,80,54,0.00
2021-11-02,59,69,74,4.0,80,58,0.00
2021-11-03,55,60,88,9.8,68,51,1.57
2021-11-04,45,56,73,9.4,62,49,0.00
2021-11-05,40,54,60,4.3,64,44,0.00
2021-11-06,42,57,61,3.4,69,45,0.00
2021-11-07,48,60,70,4.5,73,47,0.00
2021-11-08,53,63,73,6.7,77,50,0.00
2021-11-09,57,67,75,6.7,79,56,0.00
2021-11-10,62,72,73,10.7,81,63,0.00
2021-11-11,52,65,63,10.1,75,56,0.05
2021-11-12,46,61,59,5.8,76,46,0.00
2021-11-13,35,54,48,4.3,68,41,0.00
2021-11-14,49,63,65,4.7,78,47,0.00
2021-11-15,58,70,74,6.9,82,57,0.00
2021-11-16,60,71,74,10.3,82,60,0.00
2021-11-17,61,74,69,9.4,84,63,0.00
2021-11-18,38,60,43,12.8,69,50,0.00
2021-11-19,33,55,44,6.3,67,43,0.00
2021-11-20,54,61,78,6.3,75,47,0.00
2021-11-21,59,68,75,8.9,77,59,0.0
2021-11-22,40,58,53,7.6,71,45,0.00
2021-11-23,42,56,62,6.3,71,40,0.00
2021-11-24,59,67,75,11.6,80,54,0.0
2021-11-25,48,60,65,11.4,70,50,0.15
2021-11-26,33,49,53,7.2,56,43,0.00
2021-11-27,43,49,81,3.8,53,45,0.47
2021-11-28,48,57,79,4.3,68,46,0.22
2021-11-29,43,55,65,3.4,70,40,0.00
2021-11-30,50,60,73,5.8,74,46,0.00
2021-12-01,56,63,78,4.7,78,49,0.00
2021-12-02,59,65,83,2.9,78,52,0.00
2021-12-03,65,71,87,6.5,77,64,0.0
2021-12-04,65,74,80,6.5,82,66,0.00
2021-12-05,67,74,79,10.5,81,68,0.00
2021-12-06,49,61,61,11.4,74,48,0.56
2021-12-07,45,57,61,6.7,69,45,0.00
2021-12-08,56,65,79,6.9,76,55,0.00
2021-12-09,66,72,84,9.8,80,65,0.00
2021-12-10,69,79,78,13.6,85,73,0.0
2021-12-11,38,58,53,13.2,76,41,0.80
2021-12-12,33,50,53,4.7,63,37,0.00
2021-12-13,49,56,76,3.1,65,47,0.01
2021-12-14,67,72,86,9.4,78,65,0.05
2021-12-15,67,77,77,14.1,83,71,0.0
2021-12-16,68,77,78,10.3,83,71,0.0
2021-12-17,66,74,77,10.7,80,68,0.0
2021-12-18,55,60,80,13.2,72,49,0.86
2021-12-19,37,50,63,10.3,57,42,0.0
2021-12-20,40,52,71,5.6,59,44,0.01
2021-12-21,39,52,68,3.1,64,39,0.00
2021-12-22,49,60,72,8.5,72,47,0.00
2021-12-23,56,67,73,11.4,77,56,0.00
2021-12-24,60,70,75,13.6,79,60,0.00
2021-12-25,62,69,82,6.5,75,63,0.00
2021-12-26,64,72,78,12.5,82,62,0.00
2021-12-27,64,75,73,12.3,81,69,0.00
2021-12-28,64,72,77,8.9,79,66,0.00
2021-12-29,66,74,78,5.6,82,65,0.00
2021-12-30,63,69,81,3.6,81,58,0.00
2021-12-31,66,74,76,13.2,83,64,0.00
2022-01-01,60,62,68,12.8,83,40,0.00
2022-01-02,22,35,56,17.0,44,26,0.0
2022-01-03,22,40,51,1.8,54,26,0.00
2022-01-04,35,50,57,9.2,66,34,0.00
2022-01-05,44,61,64,5.8,75,47,0.00
2022-01-06,33,48,58,10.5,60,36,0.00
2022-01-07,31,40,65,7.6,51,29,0.00
2022-01-08,58,61,87,6.5,71,50,0.11
2022-01-09,51,60,74,13.4,67,52,0.00
2022-01-10,30,52,44,12.8,61,43,0.00
2022-01-11,30,47,56,4.5,56,37,0.30
2022-01-12,40,52,73,2.0,62,42,0.00
2022-01-13,39,56,60,2.7,74,39,0.00
2022-01-14,41,61,52,7.4,77,44,0.00
2022-01-15,26,49,45,19.7,63,36,0.00
2022-01-16,28,45,55,6.9,58,32,0.00
2022-01-17,28,51,45,4.0,69,32,0.00
2022-01-18,48,59,67,11.4,75,43,0.00
2022-01-19,53,63,72,12.3,80,46,0.00
2022-01-20,21,40,49,19.2,46,34,0.0
2022-01-21,15,41,37,9.6,52,29,0.00
2022-01-22,19,43,41,6.0,56,30,0.00
2022-01-23,27,49,44,3.8,62,35,0.00
2022-01-24,43,50,79,2.7,53,47,0.42
2022-01-25,46,52,81,6.3,58,46,0.00
2022-01-26,30,47,52,6.9,57,37,0.00
2022-01-27,34,53,49,3.8,63,43,0.00
2022-01-28,28,48,46,11.6,59,37,0.00
2022-01-29,27,48,48,5.1,66,30,0.00
2022-01-30,34,54,51,7.6,70,37,0.00
2022-01-31,52,55,86,7.8,59,51,3.40
2022-02-01,56,61,85,4.9,66,56,0.0
2022-02-02,51,49,90,9.2,61,38,0.04
2022-02-03,28,32,83,17.4,38,26,1.52
2022-02-04,21,30,70,14.5,37,23,0.00
2022-02-05,20,36,55,2.2,49,22,0.00
2022-02-06,29,44,58,2.2,59,28,0.00
2022-02-07,29,49,51,7.6,63,36,0.00
2022-02-08,27,48,47,3.4,65,30,0.00
2022-02-09,33,54,51,4.9,72,37,0.00
2022-02-10,35,56,49,4.7,73,39,0.00
2022-02-11,41,59,56,8.3,75,43,0.00
2022-02-12,36,45,71,12.5,56,34,0.19
2022-02-13,25,45,46,4.3,63,26,0.00
2022-02-14,29,54,45,7.8,70,38,0.00
2022-02-15,46,61,63,12.5,77,44,0.0
2022-02-16,60,69,81,16.3,76,62,0.02
2022-02-17,48,56,68,17.0,74,37,0.04
2022-02-18,30,47,53,10.3,58,35,0.00
2022-02-19,26,53,39,3.6,69,37,0.00
2022-02-20,44,54,64,8.3,68,40,0.0
2022-02-21,62,72,77,15.7,84,60,0.02
2022-02-22,56,67,64,13.2,82,51,0.0
2022-02-23,30,42,74,15.4,52,31,0.07
2022-02-24,31,34,87,11.6,36,32,0.03
2022-02-25,29,36,76,12.8,40,32,0.11
2022-02-26,36,40,88,9.8,42,37,0.24
2022-02-27,33,50,60,11.4,60,40,0.0
2022-02-28,27,49,44,2.5,67,32,0.00
2022-03-01,31,54,43,2.0,72,35,0.00
2022-03-02,38,58,49,3.4,74,41,0.00
2022-03-03,50,65,64,4.5,77,52,0.00
2022-03-04,58,67,76,10.7,79,56,0.00
2022-03-05,63,75,70,16.3,83,67,0.00
2022-03-06,66,77,74,13.6,84,70,0.00
2022-03-07,36,59,57,16.3,72,46,0.0
2022-03-08,38,44,78,11.4,47,40,0.55
2022-03-09,35,50,60,6.0,62,37,0.0
2022-03-10,42,56,60,5.6,73,38,0.00
2022-03-11,34,49,60,15.0,61,38,0.01
2022-03-12,21,44,39,6.7,59,29,0.00
2022-03-13,32,51,49,10.7,67,36,0.00
2022-03-14,53,66,72,12.3,80,51,0.80
2022-03-15,45,63,54,10.5,73,53,0.00
2022-03-16,48,62,60,6.5,79,45,0.00
2022-03-17,58,64,81,10.5,75,53,0.07
2022-03-18,40,61,47,12.8,71,51,0.00
2022-03-19,36,61,42,2.9,78,43,0.00
2022-03-20,41,63,48,10.3,79,47,0.00
2022-03-21,64,68,84,17.4,75,60,0.50
2022-03-22,46,61,66,13.0,74,48,1.18
2022-03-23,33,56,43,8.7,69,42,0.00
2022-03-24,33,59,42,6.7,72,46,0.00
2022-03-25,35,65,36,2.5,84,45,0.00
2022-03-26,46,70,48,8.9,87,52,0.00
2022-03-27,52,69,58,11.0,85,53,0.00
2022-03-28,57,71,66,12.8,85,57,0.00
2022-03-29,63,76,69,20.1,82,70,0.00
2022-03-30,52,68,58,14.3,80,55,0.45
2022-03-31,41,60,49,4.9,73,46,0.00
2022-04-01,44,67,45,8.9,80,53,0.00
2022-04-02,52,69,56,6.5,83,56,0.00
2022-04-03,52,70,59,8.1,84,56,0.00
2022-04-04,65,70,82,8.7,79,60,0.03
2022-04-05,67,81,70,10.1,92,71,0.00
2022-04-06,48,69,47,16.1,78,59,0.00
2022-04-07,31,62,33,10.1,76,48,0.00
2022-04-08,28,61,31,10.3,75,47,0.00
2022-04-09,42,65,45,10.5,85,44,0.00
2022-04-10,59,72,67,19.7,84,61,0.00
2022-04-11,65,78,67,17.0,85,71,0.0
2022-04-12,69,78,75,17.0,85,72,0.0
2022-04-13,60,78,59,14.8,92,65,0.0
2022-04-14,44,69,41,8.7,82,55,0.00
2022-04-15,65,70,80,9.6,80,60,0.0
2022-04-16,69,79,75,7.8,85,73,0.00
2022-04-17,68,77,78,6.5,87,67,0.02
2022-04-18,55,69,63,11.2,78,60,0.00
2022-04-19,53,65,61,13.0,76,54,0.00
2022-04-20,65,78,69,17.0,85,70,0.0
2022-04-21,68,78,74,12.3,83,72,0.0
2022-04-22,65,79,67,16.1,88,70,0.00
2022-04-23,64,79,66,18.1,87,71,0.00
2022-04-24,66,80,68,13.9,89,71,0.00
2022-04-25,64,71,89,9.8,77,64,2.60
2022-04-26,57,71,67,9.6,79,62,0.0
2022-04-27,56,71,60,7.4,82,60,0.00
2022-04-28,64,74,71,11.2,86,63,0.00
2022-04-29,66,79,71,15.9,87,71,0.0
2022-04-30,69,80,71,8.1,89,70,0.10
2022-05-01,69,79,74,8.1,88,69,0.03
2022-05-02,68,83,68,15.4,91,75,0.00
2022-05-03,71,83,71,9.8,91,75,0.00
2022-05-04,70,82,71,12.8,90,74,0.00
2022-05-05,69,76,81,10.5,87,65,0.93
2022-05-06,67,75,75,5.8,89,61,0.00
2022-05-07,72,83,73,10.5,92,75,0.00
2022-05-08,71,85,66,15.2,95,76,0.00
2022-05-09,73,85,69,14.5,94,77,0.00
2022-05-10,70,85,66,12.3,93,76,0.00
2022-05-11,70,83,70,9.2,92,74,0.00
2022-05-12,68,81,67,9.6,92,69,0.00
2022-05-13,67,78,67,8.3,89,67,0.00
2022-05-14,67,81,65,6.7,91,70,0.00
2022-05-15,68,82,66,8.1,93,71,0.00
2022-05-16,69,83,65,7.4,92,73,0.0
2022-05-17,68,84,65,10.5,95,73,0.00
2022-05-18,67,87,58,15.2,98,75,0.00
2022-05-19,68,84,64,14.8,94,74,0.00
2022-05-20,71,86,64,16.8,96,76,0.00
2022-05-21,73,88,66,12.8,98,78,0.00
2022-05-22,63,71,80,10.1,78,63,0.78
2022-05-23,65,76,71,7.8,85,67,0.0
2022-05-24,67,76,72,10.5,86,67,0.00
2022-05-25,59,72,66,7.8,81,64,0.72
2022-05-26,58,77,51,6.5,93,60,0.00
2022-05-27,63,81,54,5.8,95,67,0.00
2022-05-28,65,82,56,10.5,96,68,0.00
2022-05-29,68,85,62,15.4,95,76,0.00
2022-05-30,70,86,63,17.9,95,77,0.0
2022-05-31,,,,,,,
2022-06-01,73,85,75,7.6,92,77,0.13
2022-06-02,69,81,70,7.2,89,73,0.02
2022-06-03,67,81,64,7.2,90,71,0.00
2022-06-04,69,81,69,7.2,93,70,0.03
2022-06-05,70,84,64,10.5,96,72,0.00
2022-06-06,71,87,65,14.8,97,76,0.00
2022-06-07,71,89,62,13.6,99,78,0.00
2022-06-08,72,88,64,9.8,98,78,0.00
2022-06-09,70,87,60,5.8,98,76,0.00
2022-06-10,71,89,60,8.5,100,77,0.00
2022-06-11,72,89,60,9.4,99,78,0.00
2022-06-12,72,90,59,11.4,102,79,0.00
2022-06-13,70,90,57,12.5,101,80,0.00
2022-06-14,71,89,60,15.9,98,79,0.00
2022-06-15,71,90,60,11.6,99,80,0.00
2022-06-16,69,90,57,5.1,101,78,0.00
2022-06-17,70,88,59,5.8,98,77,0.00
2022-06-18,69,88,58,6.0,98,77,0.00
2022-06-19,69,89,54,5.6,101,77,0.00
2022-06-20,68,89,52,5.4,101,77,0.00
2022-06-21,71,90,57,6.9,101,79,0.00
2022-06-22,70,89,56,4.7,101,76,0.00
2022-06-23,66,90,48,5.8,102,77,0.00
2022-06-24,68,90,52,8.3,102,77,0.00
2022-06-25,66,89,52,6.9,102,75,0.00
2022-06-26,67,89,51,5.4,103,75,0.01
2022-06-27,70,90,60,8.5,103,77,0.01
2022-06-28,63,88,50,9.6,98,77,0.00
2022-06-29,62,88,43,6.7,101,75,0.00
2022-06-30,69,87,61,8.1,97,77,0.00
2022-07-01,72,86,67,5.8,96,76,0.00
2022-07-02,71,90,59,9.6,101,79,0.00
2022-07-03,71,90,57,9.6,102,79,0.00
2022-07-04,70,90,56,10.5,102,78,0.00
2022-07-05,70,90,57,9.6,102,78,0.00
2022-07-06,71,90,57,9.6,103,77,0.00
2022-07-07,71,90,56,8.7,103,78,0.00
2022-07-08,70,92,54,8.1,104,79,0.00
2022-07-09,70,92,51,6.9,106,79,0.00
2022-07-10,67,96,42,7.6,111,80,0.00
2022-07-11,69,94,49,7.6,106,81,0.00
2022-07-12,70,94,52,6.0,109,79,0.00
2022-07-13,71,92,53,6.9,106,79,0.00
2022-07-14,69,89,58,8.3,99,79,0.00
2022-07-15,71,87,64,7.6,99,76,0.0
2022-07-16,69,88,57,7.6,100,76,0.00
2022-07-17,66,90,49,7.6,104,77,0.00
2022-07-18,70,92,54,11.2,104,80,0.00
2022-07-19,71,93,55,13.2,105,80,0.00
2022-07-20,72,93,56,11.6,106,80,0.00
2022-07-21,70,92,54,8.5,105,79,0.00
2022-07-22,71,90,60,8.9,102,79,0.01
2022-07-23,70,90,55,10.3,103,78,0.00
2022-07-24,71,91,56,9.2,104,78,0.00
2022-07-25,69,92,53,9.6,104,79,0.00
2022-07-26,71,91,57,10.1,104,78,0.00
2022-07-27,71,90,61,8.5,102,78,0.0
2022-07-28,71,91,60,9.2,104,78,0.00
2022-07-29,72,90,59,8.9,103,78,0.00
2022-07-30,71,91,57,9.4,103,79,0.00
2022-07-31,69,91,54,10.5,103,79,0.00
2022-08-01,69,90,55,10.1,102,77,0.00
2022-08-02,70,91,56,11.4,104,78,0.00
2022-08-03,71,92,56,12.3,105,78,0.00
2022-08-04,70,91,54,9.8,104,78,0.00
2022-08-05,71,91,61,8.5,102,80,0.0
2022-08-06,70,87,62,7.2,98,76,0.00
2022-08-07,70,90,57,8.5,103,77,0.00
2022-08-08,70,90,57,7.4,103,77,0.07
2022-08-09,71,90,59,6.0,103,78,0.42
2022-08-10,71,91,65,5.8,104,78,0.0
2022-08-11,69,90,55,5.8,103,77,0.00
2022-08-12,72,89,64,6.0,101,77,0.35
2022-08-13,71,90,59,8.1,101,78,0.03
2022-08-14,72,87,64,9.2,96,78,0.05
2022-08-15,69,88,57,6.9,100,76,0.00
2022-08-16,70,90,59,6.9,102,77,0.00
2022-08-17,70,91,55,6.7,104,78,0.00
2022-08-18,72,87,75,6.3,98,76,0.26
2022-08-19,74,83,83,5.1,90,75,0.11
2022-08-20,74,87,75,8.1,97,76,0.54
2022-08-21,74,87,71,11.2,96,77,0.08
2022-08-22,74,86,79,8.7,96,75,0.51
2022-08-23,73,83,77,5.1,91,75,0.0
2022-08-24,72,85,67,7.2,94,76,0.09
2022-08-25,71,85,64,6.9,95,74,0.00
2022-08-26,72,87,66,5.8,97,76,0.00
2022-08-27,72,86,65,7.8,95,77,0.00
2022-08-28,72,88,65,9.2,98,78,0.00
2022-08-29,75,83,81,7.2,90,77,0.30
2022-08-30,74,82,89,5.6,89,75,1.72
2022-08-31,70,83,60,3.6,91,76,0.01
2022-09-01,72,83,75,3.8,94,73,0.76
2022-09-02,73,84,79,3.8,94,74,0.28
2022-09-03,74,81,88,3.8,90,72,1.14
2022-09-04,71,80,80,4.0,87,72,0.02
2022-09-05,70,81,71,4.5,93,70,0.00
2022-09-06,70,82,70,5.4,92,72,0.00
2022-09-07,71,84,77,3.4,95,73,0.34
2022-09-08,67,83,63,6.3,93,72,0.00
2022-09-09,66,82,61,4.0,92,72,0.00
2022-09-10,67,83,61,3.4,94,72,0.00
2022-09-11,67,83,62,6.7,92,74,0.00
2022-09-12,62,81,55,7.2,90,72,0.00
2022-09-13,64,81,58,5.1,91,70,0.00
2022-09-14,60,79,55,5.1,90,68,0.00
2022-09-15,63,79,57,5.8,91,67,0.00
2022-09-16,70,83,68,6.0,94,73,0.00
2022-09-17,72,85,72,6.3,94,75,0.00
2022-09-18,70,84,66,5.4,95,73,0.00
2022-09-19,72,85,68,3.8,95,74,0.00
2022-09-20,70,85,65,3.8,96,74,0.00
2022-09-21,67,84,61,2.5,96,72,0.00
2022-09-22,67,85,60,2.5,98,72,0.00
2022-09-23,65,84,53,4.9,97,71,0.00
2022-09-24,67,83,63,4.3,95,71,0.00
2022-09-25,67,84,61,2.2,96,71,0.00
2022-09-26,54,79,41,10.7,93,65,0.00
2022-09-27,45,74,35,5.1,92,57,0.00
2022-09-28,48,76,40,3.1,91,60,0.00
2022-09-29,48,75,42,4.7,89,61,0.00
2022-09-30,44,72,39,4.9,85,59,0.00
2022-10-01,72,70,75,3.1,86,54,0.00
2022-10-02,73,70,79,3.6,86,54,0.00
2022-10-03,74,76,88,4.3,90,61,0.00
2022-10-04,71,78,80,4.0,90,65,0.00
2022-10-05,53,74,47,2.9,90,59,0.00
2022-10-06,57,77,54,2.2,91,63,0.00
2022-10-07,55,76,49,4.0,89,62,0.00
2022-10-08,52,78,41,8.5,90,67,0.00
2022-10-09,53,76,48,4.3,89,63,0.00
2022-10-10,56,76,55,3.8,88,63,0.00
2022-10-11,60,76,61,8.5,88,64,0.00
2022-10-12,66,82,67,5.6,95,69,0.00
2022-10-13,57,81,50,9.4,91,70,0.00
2022-10-14,52,76,43,6.9,89,63,0.00
2022-10-15,63,80,62,8.1,93,67,0.00
2022-10-16,67,82,70,6.9,93,71,0.0
2022-10-17,51,69,60,13.2,79,58,0.27
2022-10-18,32,61,36,11.2,70,51,0.00
2022-10-19,27,57,34,4.7,71,42,0.00
2022-10-20,42,66,45,8.7,84,48,0.00
2022-10-21,52,74,53,11.4,87,60,0.00
2022-10-22,58,74,61,14.1,87,61,0.00
2022-10-23,62,76,66,14.5,88,65,0.0
2022-10-24,66,72,73,15.9,84,60,0.59
2022-10-25,43,62,50,11.2,74,49,0.0
2022-10-26,40,63,47,2.7,78,47,0.00
2022-10-27,46,65,53,6.5,79,50,0.08
2022-10-28,57,62,88,10.1,66,57,0.90
2022-10-29,54,60,82,9.4,65,56,0.00
2022-10-30,53,63,74,3.8,76,50,0.00
2022-10-31,53,66,68,1.6,78,53,0.01
2022-11-01,59,63,86,3.8,69,58,0.0
2022-11-02,60,67,78,5.6,79,54,0.00
2022-11-03,68,78,77,11.9,86,70,0.0
2022-11-04,68,72,80,16.1,86,57,0.64
2022-11-05,49,62,66,4.7,70,53,0.00
2022-11-06,65,69,82,5.6,85,54,0.00
2022-11-07,69,80,76,7.4,87,72,0.00
2022-11-08,65,77,73,6.7,86,68,0.00
2022-11-09,64,74,74,6.7,85,64,0.00
2022-11-10,65,74,76,7.4,83,66,0.00
2022-11-11,56,62,84,11.9,79,45,1.48
2022-11-12,31,49,54,12.8,58,40,0.00
2022-11-13,28,47,48,6.0,59,35,0.00
2022-11-14,41,49,77,9.6,51,46,0.34
2022-11-15,37,44,74,11.4,48,40,0.00
2022-11-16,34,49,63,7.2,58,40,0.00
2022-11-17,37,52,58,2.7,62,42,0.00
2022-11-18,35,53,53,4.0,59,47,0.0
2022-11-19,37,46,81,9.6,52,40,0.49
2022-11-20,32,43,63,6.0,51,35,0.05
2022-11-21,41,45,87,4.9,46,44,0.44
2022-11-22,44,52,75,4.0,59,44,0.01
2022-11-23,51,63,68,5.8,73,54,0.00
2022-11-24,62,66,92,8.5,71,61,0.47
2022-11-25,56,60,87,11.6,63,58,0.12
2022-11-26,48,55,75,11.9,63,47,1.12
2022-11-27,45,58,66,4.5,69,46,0.00
2022-11-28,49,59,71,5.8,75,43,0.00
2022-11-29,66,74,83,9.6,84,64,0.00
2022-11-30,32,55,47,13.4,67,43,0.00
2022-12-01,36,47,58,7.4,58,37,0.00
2022-12-02,59,63,88,6.9,72,54,0.03
2022-12-03,52,63,71,8.7,70,57,0.00
2022-12-04,49,59,68,4.0,62,55,0.00
2022-12-05,62,71,79,8.5,81,61,0.0
2022-12-06,67,76,80,9.4,81,70,0.00
2022-12-07,66,74,79,9.2,82,66,0.00
2022-12-08,67,74,80,8.1,82,66,0.00
2022-12-09,66,72,82,6.3,81,64,0.0
2022-12-10,67,71,86,4.9,77,64,1.62
2022-12-11,59,63,85,8.7,66,60,0.45
2022-12-12,62,65,89,10.1,70,60,0.01
2022-12-13,62,69,78,11.6,76,62,0.59
2022-12-14,42,56,54,7.6,68,44,0.05
2022-12-15,33,49,54,3.8,62,36,0.00
2022-12-16,36,49,67,8.7,55,42,0.01
2022-12-17,27,49,49,6.7,59,38,0.00
2022-12-18,24,47,38,6.7,58,35,0.00
2022-12-19,38,47,80,8.9,52,42,1.57
2022-12-20,43,47,87,9.2,54,40,0.03
2022-12-21,39,43,87,3.6,50,36,0.00
2022-12-22,28,35,77,13.4,52,18,0.00
2022-12-23,3,23,41,15.4,31,14,0.00
2022-12-24,8,30,43,6.0,42,18,0.00
2022-12-25,12,36,42,2.7,49,22,0.00
2022-12-26,21,45,44,5.8,61,29,0.00
2022-12-27,25,41,54,6.0,53,28,0.00
2022-12-28,51,58,75,13.4,77,38,0.00
2022-12-29,62,69,86,8.7,76,61,1.18
2022-12-30,57,60,87,5.4,65,56,0.00
2022-12-31,49,61,67,6.7,76,46,0.00
2023-01-01,61,66,82,9.2,78,53,0.00
2023-01-02,68,75,85,13.0,78,71,0.09
2023-01-03,48,63,58,5.6,74,53,0.02
2023-01-04,39,59,52,4.9,71,46,0.00
2023-01-05,38,56,52,5.6,69,42,0.00
2023-01-06,52,63,68,10.7,79,48,0.00
2023-01-07,60,67,80,6.5,77,57,0.03
2023-01-08,40,60,51,8.7,71,49,0.15
2023-01-09,46,59,66,6.0,71,47,0.00
2023-01-10,57,66,81,7.8,78,54,0.00
2023-01-11,62,71,80,11.4,80,61,0.00
2023-01-12,37,57,47,14.1,67,47,0.00
2023-01-13,29,50,46,7.4,62,37,0.00
2023-01-14,32,49,51,6.9,65,33,0.00
2023-01-15,52,61,73,13.4,75,47,0.00
2023-01-16,60,65,87,4.9,73,58,0.0
2023-01-17,60,65,87,5.8,77,52,0.00
2023-01-18,52,63,62,6.3,75,50,0.37
2023-01-19,32,57,38,6.7,68,46,0.00
2023-01-20,37,51,62,7.8,54,49,0.0
2023-01-21,45,51,81,4.9,54,49,0.0
2023-01-22,33,49,58,9.6,59,40,0.00
2023-01-23,31,48,50,5.8,60,35,0.00
2023-01-24,42,47,84,13.2,52,43,0.92
2023-01-25,34,45,68,11.2,53,38,0.00
2023-01-26,31,45,64,3.6,58,32,0.00
2023-01-27,34,44,64,4.7,56,32,0.00
2023-01-28,57,59,91,7.6,66,52,0.15
2023-01-29,57,56,90,9.2,70,41,0.26
2023-01-30,35,37,92,13.9,41,33,0.03
2023-01-31,31,34,90,12.8,35,33,0.02
2023-02-01,31,34,90,11.4,35,32,0.71
2023-02-02,34,38,91,11.6,40,35,0.93
2023-02-03,38,47,79,6.7,57,37,0.00
2023-02-04,39,48,73,6.3,64,32,0.00
2023-02-05,49,58,76,5.4,74,42,0.00
2023-02-06,56,66,78,12.3,77,55,0.00
2023-02-07,63,69,84,10.1,74,63,0.09
2023-02-08,47,55,90,8.3,68,42,1.03
2023-02-09,45,56,71,5.8,72,39,0.00
2023-02-10,37,47,64,12.8,55,38,0.00
2023-02-11,35,45,70,8.5,55,35,0.00
2023-02-12,36,50,63,2.7,66,34,0.00
2023-02-13,47,57,70,7.6,73,41,0.00
2023-02-14,48,69,57,13.4,82,56,0.02
2023-02-15,64,68,80,13.4,81,55,0.0
2023-02-16,35,57,54,17.0,73,41,0.15
2023-02-17,26,44,49,11.4,54,33,0.00
2023-02-18,29,46,51,6.5,57,35,0.00
2023-02-19,47,58,69,5.8,74,43,0.00
